AnnoS;CorsoTIPO;AnnoNascita;SESSO;Lau
2011;Laurea;1981;F;1398
2011;Laurea Magistrale;1981;F;1270
2011;Laurea Magistrale Ciclo Unico;1981;F;316
2011;Vecchio Ordinamento;1981;F;1043
2011;Laurea;1981;M;1250
2011;Laurea Magistrale;1981;M;1225
2011;Laurea Magistrale Ciclo Unico;1981;M;301
2011;Vecchio Ordinamento;1981;M;493
2011;Laurea;1982;F;2075
2011;Laurea Magistrale;1982;F;2983
2011;Laurea Magistrale Ciclo Unico;1982;F;767
2011;Vecchio Ordinamento;1982;F;437
2011;Laurea;1982;M;1930
2011;Laurea Magistrale;1982;M;2477
2011;Laurea Magistrale Ciclo Unico;1982;M;560
2011;Vecchio Ordinamento;1982;M;123
2011;Laurea;1983;F;3014
2011;Laurea Magistrale;1983;F;4704
2011;Laurea Magistrale Ciclo Unico;1983;F;1285
2011;Vecchio Ordinamento;1983;F;282
2011;Laurea;1983;M;2781
2011;Laurea Magistrale;1983;M;3849
2011;Laurea Magistrale Ciclo Unico;1983;M;870
2011;Vecchio Ordinamento;1983;M;20
2011;Laurea;1984;F;4158
2011;Laurea Magistrale;1984;F;7350
2011;Laurea Magistrale Ciclo Unico;1984;F;2074
2011;Vecchio Ordinamento;1984;F;272
2011;Laurea;1984;M;3790
2011;Laurea Magistrale;1984;M;5600
2011;Laurea Magistrale Ciclo Unico;1984;M;1346
2011;Vecchio Ordinamento;1984;M;37
2011;Laurea;1985;F;6098
2011;Laurea Magistrale;1985;F;10441
2011;Laurea Magistrale Ciclo Unico;1985;F;3321
2011;Vecchio Ordinamento;1985;F;389
2011;Laurea;1985;M;5227
2011;Laurea Magistrale;1985;M;7267
2011;Laurea Magistrale Ciclo Unico;1985;M;1874
2011;Vecchio Ordinamento;1985;M;39
2011;Laurea;1986;F;9113
2011;Laurea Magistrale;1986;F;11200
2011;Laurea Magistrale Ciclo Unico;1986;F;4435
2011;Vecchio Ordinamento;1986;F;466
2011;Laurea;1986;M;7244
2011;Laurea Magistrale;1986;M;7893
2011;Laurea Magistrale Ciclo Unico;1986;M;2351
2011;Vecchio Ordinamento;1986;M;40
2011;Laurea;1987;F;15057
2011;Laurea Magistrale;1987;F;6035
2011;Laurea Magistrale Ciclo Unico;1987;F;2425
2011;Vecchio Ordinamento;1987;F;800
2011;Laurea;1987;M;10413
2011;Laurea Magistrale;1987;M;4104
2011;Laurea Magistrale Ciclo Unico;1987;M;1304
2011;Vecchio Ordinamento;1987;M;17
2011;Laurea;1988;F;25925
2011;Laurea Magistrale;1988;F;474
2011;Laurea Magistrale Ciclo Unico;1988;F;366
2011;Vecchio Ordinamento;1988;F;626
2011;Laurea;1988;M;15302
2011;Laurea Magistrale;1988;M;351
2011;Laurea Magistrale Ciclo Unico;1988;M;204
2011;Vecchio Ordinamento;1988;M;9
2011;Laurea;1989 e successivi;F;21350
2011;Laurea Magistrale;1989 e successivi;F;9
2011;Laurea Magistrale Ciclo Unico;1989 e successivi;F;4
2011;Vecchio Ordinamento;1989 e successivi;F;25
2011;Laurea;1989 e successivi;M;12549
2011;Laurea Magistrale;1989 e successivi;M;5
2011;Laurea Magistrale Ciclo Unico;1989 e successivi;M;2
2010;Laurea;1970 e precedenti;F;4354
2010;Laurea Magistrale;1970 e precedenti;F;1873
2010;Laurea Magistrale Ciclo Unico;1970 e precedenti;F;143
2010;Vecchio Ordinamento;1970 e precedenti;F;1350
2010;Laurea;1970 e precedenti;M;3978
2010;Laurea Magistrale;1970 e precedenti;M;1668
2010;Laurea Magistrale Ciclo Unico;1970 e precedenti;M;338
2010;Vecchio Ordinamento;1970 e precedenti;M;962
2010;Laurea;1971;F;426
2010;Laurea Magistrale;1971;F;112
2010;Laurea Magistrale Ciclo Unico;1971;F;15
2010;Vecchio Ordinamento;1971;F;257
2010;Laurea;1971;M;339
2010;Laurea Magistrale;1971;M;125
2010;Laurea Magistrale Ciclo Unico;1971;M;22
2010;Vecchio Ordinamento;1971;M;150
2010;Laurea;1972;F;413
2010;Laurea Magistrale;1972;F;158
2010;Laurea Magistrale Ciclo Unico;1972;F;21
2010;Vecchio Ordinamento;1972;F;311
2010;Laurea;1972;M;357
2010;Laurea Magistrale;1972;M;101
2010;Laurea Magistrale Ciclo Unico;1972;M;27
2010;Vecchio Ordinamento;1972;M;210
2010;Laurea;1973;F;457
2010;Laurea Magistrale;1973;F;159
2010;Laurea Magistrale Ciclo Unico;1973;F;27
2010;Vecchio Ordinamento;1973;F;377
2010;Laurea;1973;M;383
2010;Laurea Magistrale;1973;M;143
2010;Laurea Magistrale Ciclo Unico;1973;M;25
2010;Vecchio Ordinamento;1973;M;231
2010;Laurea;1974;F;516
2010;Laurea Magistrale;1974;F;192
2010;Laurea Magistrale Ciclo Unico;1974;F;49
2010;Vecchio Ordinamento;1974;F;446
2010;Laurea;1974;M;447
2010;Laurea Magistrale;1974;M;140
2010;Laurea Magistrale Ciclo Unico;1974;M;32
2010;Vecchio Ordinamento;1974;M;276
2010;Laurea;1975;F;541
2010;Laurea Magistrale;1975;F;191
2010;Laurea Magistrale Ciclo Unico;1975;F;40
2010;Vecchio Ordinamento;1975;F;544
2010;Laurea;1975;M;496
2010;Laurea Magistrale;1975;M;157
2010;Laurea Magistrale Ciclo Unico;1975;M;41
2010;Vecchio Ordinamento;1975;M;334
2010;Laurea;1976;F;625
2010;Laurea Magistrale;1976;F;229
2010;Laurea Magistrale Ciclo Unico;1976;F;71
2010;Vecchio Ordinamento;1976;F;653
2010;Laurea;1976;M;567
2010;Laurea Magistrale;1976;M;202
2010;Laurea Magistrale Ciclo Unico;1976;M;70
2010;Vecchio Ordinamento;1976;M;364
2010;Laurea;1977;F;693
2010;Laurea Magistrale;1977;F;276
2010;Laurea Magistrale Ciclo Unico;1977;F;85
2010;Vecchio Ordinamento;1977;F;828
2010;Laurea;1977;M;663
2010;Laurea Magistrale;1977;M;254
2010;Laurea Magistrale Ciclo Unico;1977;M;74
2010;Vecchio Ordinamento;1977;M;433
2010;Laurea;1978;F;803
2010;Laurea Magistrale;1978;F;346
2010;Laurea Magistrale Ciclo Unico;1978;F;140
2010;Vecchio Ordinamento;1978;F;939
2010;Laurea;1978;M;768
2010;Laurea Magistrale;1978;M;334
2010;Laurea Magistrale Ciclo Unico;1978;M;108
2010;Vecchio Ordinamento;1978;M;558
2010;Laurea;1979;F;983
2010;Laurea Magistrale;1979;F;462
2010;Laurea Magistrale Ciclo Unico;1979;F;212
2010;Vecchio Ordinamento;1979;F;1144
2010;Laurea;1979;M;1021
2010;Laurea Magistrale;1979;M;474
2010;Laurea Magistrale Ciclo Unico;1979;M;153
2010;Vecchio Ordinamento;1979;M;676
2010;Laurea;1980;F;1306
2010;Laurea Magistrale;1980;F;801
2010;Laurea Magistrale Ciclo Unico;1980;F;283
2010;Vecchio Ordinamento;1980;F;1320
2010;Laurea;1980;M;1213
2010;Laurea Magistrale;1980;M;808
2010;Laurea Magistrale Ciclo Unico;1980;M;217
2010;Vecchio Ordinamento;1980;M;823
2010;Laurea;1981;F;1761
2010;Laurea Magistrale;1981;F;1658
2010;Laurea Magistrale Ciclo Unico;1981;F;438
2010;Vecchio Ordinamento;1981;F;1394
2010;Laurea;1981;M;1796
2010;Laurea Magistrale;1981;M;1646
2010;Laurea Magistrale Ciclo Unico;1981;M;382
2010;Vecchio Ordinamento;1981;M;778
2010;Laurea;1982;F;3005
2010;Laurea Magistrale;1982;F;4518
2010;Laurea Magistrale Ciclo Unico;1982;F;1040
2010;Vecchio Ordinamento;1982;F;433
2010;Laurea;1982;M;2774
2010;Laurea Magistrale;1982;M;3538
2010;Laurea Magistrale Ciclo Unico;1982;M;680
2010;Vecchio Ordinamento;1982;M;194
2010;Laurea;1983;F;4190
2010;Laurea Magistrale;1983;F;7001
2010;Laurea Magistrale Ciclo Unico;1983;F;1862
2010;Vecchio Ordinamento;1983;F;247
2010;Laurea;1983;M;3855
2010;Laurea Magistrale;1983;M;5313
2010;Laurea Magistrale Ciclo Unico;1983;M;1124
2010;Vecchio Ordinamento;1983;M;40
2010;Laurea;1984;F;6163
2010;Laurea Magistrale;1984;F;10168
2010;Laurea Magistrale Ciclo Unico;1984;F;3129
2010;Vecchio Ordinamento;1984;F;289
2010;Laurea;1984;M;5456
2010;Laurea Magistrale;1984;M;7157
2010;Laurea Magistrale Ciclo Unico;1984;M;1701
2010;Vecchio Ordinamento;1984;M;38
2010;Laurea;1985;F;9295
2010;Laurea Magistrale;1985;F;11399
2010;Laurea Magistrale Ciclo Unico;1985;F;4346
2010;Vecchio Ordinamento;1985;F;380
2010;Laurea;1985;M;7379
2010;Laurea Magistrale;1985;M;7880
2010;Laurea Magistrale Ciclo Unico;1985;M;2240
2010;Vecchio Ordinamento;1985;M;30
2010;Laurea;1986;F;14624
2010;Laurea Magistrale;1986;F;6092
2010;Laurea Magistrale Ciclo Unico;1986;F;2140
2010;Vecchio Ordinamento;1986;F;643
2010;Laurea;1986;M;10470
2010;Laurea Magistrale;1986;M;4160
2010;Laurea Magistrale Ciclo Unico;1986;M;1088
2010;Vecchio Ordinamento;1986;M;30
2010;Laurea;1987;F;24613
2010;Laurea Magistrale;1987;F;517
2010;Laurea Magistrale Ciclo Unico;1987;F;293
2010;Vecchio Ordinamento;1987;F;505
2010;Laurea;1987;M;14411
2010;Laurea Magistrale;1987;M;376
2010;Laurea Magistrale Ciclo Unico;1987;M;162
2010;Vecchio Ordinamento;1987;M;7
2010;Laurea;1988 e successivi;F;20698
2010;Laurea Magistrale;1988 e successivi;F;8
2010;Laurea Magistrale Ciclo Unico;1988 e successivi;F;2
2010;Vecchio Ordinamento;1988 e successivi;F;22
2010;Laurea;1988 e successivi;M;12470
2010;Laurea Magistrale;1988 e successivi;M;10
2010;Laurea Magistrale Ciclo Unico;1988 e successivi;M;5
