AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2004;1202;Insubria;99999;Giurisprudenza;COMO;13;F;171
2004;1501;Milano;99999;Filosofia;MILANO;15;F;171
2001;4101;Urbino;99999;Scienze motorie;URBINO;41;M;171
2001;4301;Macerata;99999;Giurisprudenza;MACERATA;43;M;171
2001;3801;Ferrara;99999;Giurisprudenza;FERRARA;38;M;171
2002;2201;Trento;99999;Economia e commercio;TRENTO;22;F;171
2002;2701;Venezia Cà Foscari;99999;Economia e commercio;VENEZIA;27;F;171
2002;4101;Urbino;99999;Giurisprudenza;URBINO;41;F;171
2005;3701;Bologna;31;Scienze giuridiche;BOLOGNA;37;M;171
2005;1201;Castellanza LIUC;99999;Economia aziendale;CASTELLANZA;12;M;171
2004;5401;Perugia;99999;Economia e commercio;PERUGIA;54;M;171
2004;3701;Bologna;14;Scienze della comunicazione;BOLOGNA;37;F;171
2008;6601;L'Aquila;34;Scienze dell'investigazione;L'AQUILA;66;M;171
2009;1503;Milano Bocconi;84/S;Management;MILANO;15;M;170
2009;8701;Catania;5;Lettere;CATANIA;87;F;170
2005;101;Torino;SNT1;Infermieristica;TORINO;1;F;170
2004;9201;Cagliari;99999;Lettere;CAGLIARI;92;F;170
2005;2801;Padova;34;Scienze psicologiche dello sviluppo e dell'educazione;PADOVA;28;F;170
2002;3001;Udine;99999;Lingue e letterature straniere;UDINE;30;F;170
2002;1502;Milano Politecnico;99999;Ingegneria per l'ambiente e il territorio;MILANO;15;M;170
2002;7501;Salento;99999;Giurisprudenza;LECCE;75;F;170
2002;5807;Roma Tre;99999;Lingue e letterature straniere;ROMA;58;F;170
2001;7501;Salento;99999;Lingue e letterature straniere;LECCE;75;F;170
2002;9201;Cagliari;99999;Ingegneria civile;CAGLIARI;92;M;170
2006;6501;Salerno;14;Scienze della comunicazione;FISCIANO;65;F;170
2006;1501;Milano;5;Lettere;MILANO;15;F;170
2006;3701;Bologna;99999;Ingegneria meccanica;BOLOGNA;37;M;170
2006;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;M;170
2008;1501;Milano;46/S;Medicina e chirurgia;MILANO;15;F;170
2008;5801;Roma La Sapienza;15;Scienze politiche e relazioni internazionali;ROMA;58;F;170
2007;5807;Roma Tre;23;Discipline delle arti, della musica e dello spettacolo;ROMA;58;F;170
2007;5001;Pisa;99999;Giurisprudenza;PISA;50;F;169
2006;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche per l'intervento clinico per la persona, il gruppo e le istituzioni;ROMA;58;F;169
2006;4801;Firenze;99999;Scienze dell'educazione;FIRENZE;48;F;169
2006;3701;Bologna;99999;Scienze della comunicazione;BOLOGNA;37;F;169
2006;1501;Milano;31;Scienze giuridiche;MILANO;15;M;169
2006;2801;Padova;15;Scienze politiche e relazioni internazionali;PADOVA;28;F;169
2003;2201;Trento;99999;Sociologia;TRENTO;22;F;169
2003;2201;Trento;99999;Economia e commercio;TRENTO;22;F;169
2003;3701;Bologna;99999;Ingegneria elettronica;BOLOGNA;37;M;169
2003;8201;Palermo;99999;Lingue e letterature straniere;PALERMO;82;F;169
2001;2801;Padova;99999;Medicina e chirurgia;PADOVA;28;F;169
2001;1701;Brescia;99999;Economia e commercio;BRESCIA;17;F;169
2005;2801;Padova;18;Educatore sociale, culturale e territoriale;PADOVA;28;F;169
2005;1504;Milano Cattolica;3;Esperto linguistico d'impresa;MILANO;15;F;169
2005;5001;Pisa;31;Scienze giuridiche;PISA;50;F;169
2005;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;169
2005;5802;Roma Tor Vergata;99999;Giurisprudenza;ROMA;58;M;169
2004;7001;Molise;99999;Giurisprudenza;CAMPOBASSO;70;M;169
2009;1502;Milano Politecnico;35/S;Ingegneria informatica;MILANO;15;M;169
2008;5807;Roma Tre;11;Lingue e comunicazione internazionale;ROMA;58;F;169
2009;5802;Roma Tor Vergata;99999;Giurisprudenza;ROMA;58;M;169
2009;6302;Napoli Parthenope;33;Scienze motorie;NAPOLI;63;M;168
2009;7201;Bari;34;Scienze e tecniche psicologiche;BARI;72;F;168
2009;2101;Bolzano;99999;Scienze della formazione primaria;BRESSANONE - BRIXEN;21;F;168
2004;6901;Chieti e Pescara;SNT3;Dietistica;CHIETI;69;F;168
2005;5807;Roma Tre;99999;Giurisprudenza;ROMA;58;M;168
2005;1502;Milano Politecnico;99999;Ingegneria elettronica;MILANO;15;M;168
2005;2301;Verona;14;Scienze della comunicazione: editoria e giornalismo;VERONA;23;F;168
2005;3701;Bologna;23;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;168
2005;4801;Firenze;99999;Scienze politiche;FIRENZE;48;F;168
2001;3701;Bologna;99999;Ingegneria elettronica;BOLOGNA;37;M;168
2001;8201;Palermo;99999;Scienze dell'educazione;PALERMO;82;F;168
2002;6001;Cassino;99999;Economia e commercio;CASSINO;60;F;168
2002;3701;Bologna;99999;Economia del turismo;RIMINI;99;F;168
2003;5807;Roma Tre;99999;Giurisprudenza;ROMA;58;F;168
2006;2801;Padova;99999;Giurisprudenza;PADOVA;28;F;168
2006;1501;Milano;99999;Scienze politiche;MILANO;15;M;168
2006;6301;Napoli Federico II;1;Biotecnologie per la salute;NAPOLI;63;F;168
2006;5807;Roma Tre;28;Economia delle imprese e dei mercati;ROMA;58;F;168
2007;1501;Milano;22/S;Giurisprudenza;MILANO;15;F;168
2007;1501;Milano;15;Scienze politiche;MILANO;15;M;168
2007;5802;Roma Tor Vergata;99999;Giurisprudenza;ROMA;58;M;168
2007;3701;Bologna;31;Scienze giuridiche;BOLOGNA;37;F;167
2007;6901;Chieti e Pescara;SNT3;Tecniche di laboratorio biomedico;CHIETI;69;F;167
2007;1503;Milano Bocconi;84/S;General management;MILANO;15;F;167
2006;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;167
2006;1504;Milano Cattolica;14;Linguaggi dei media;MILANO;15;F;167
2003;5401;Perugia;99999;Giurisprudenza;PERUGIA;54;M;167
2003;5801;Roma La Sapienza;99999;Ingegneria elettronica;ROMA;58;M;167
2002;3401;Parma;99999;Economia aziendale;PARMA;34;F;167
2002;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;M;167
2002;7801;Calabria;99999;Economia aziendale;RENDE;78;F;167
2001;7201;Bari;99999;Scienze politiche;BARI;72;M;167
2001;6001;Cassino;99999;Economia e commercio;CASSINO;60;F;167
2001;2801;Padova;99999;Scienze biologiche;PADOVA;28;F;167
2004;9201;Cagliari;99999;Scienze politiche;CAGLIARI;92;F;167
2005;101;Torino;99999;Lettere;TORINO;1;F;167
2009;1501;Milano;LMG/01;Giurisprudenza;MILANO;15;F;167
2008;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;M;167
2008;7201;Bari;34;Scienze e tecniche psicologiche;BARI;72;F;166
2008;7001;Molise;99999;Giurisprudenza;CAMPOBASSO;70;F;166
2008;8301;Messina;18;Scienze dell'educazione e della formazione;MESSINA;83;F;166
2009;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche per l'intervento clinico per la persona, il gruppo e le istituzioni;ROMA;58;F;166
2009;4801;Firenze;99999;Architettura;FIRENZE;48;M;166
2009;4801;Firenze;34;Scienze e tecniche di psicologia dello sviluppo e dell'educazione;FIRENZE;48;F;166
2005;101;Torino;99999;Scienze politiche;TORINO;1;F;166
2004;7101;Foggia;99999;Giurisprudenza;FOGGIA;71;M;166
2004;2701;Venezia Cà Foscari;99999;Lingue e civiltà orientali;VENEZIA;27;F;166
2005;5201;Siena;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;SIENA;52;M;166
2005;6901;Chieti e Pescara;34;Scienze psicologiche;CHIETI;69;F;166
2001;3601;Modena e Reggio Emilia;99999;Giurisprudenza;MODENA;36;M;166
2002;6501;Salerno;99999;Scienze della comunicazione;FISCIANO;65;F;166
2002;2801;Padova;99999;Scienze biologiche;PADOVA;28;F;166
2002;1001;Genova;99999;Lettere;GENOVA;10;F;166
2003;7201;Bari;99999;Scienze politiche;BARI;72;M;166
2003;3701;Bologna;99999;Scienze criminologiche applicate;FORLI';40;M;166
2006;1503;Milano Bocconi;17;Economia per le arti, la cultura e la comunicazione;MILANO;15;F;166
2006;1501;Milano;15;Scienze politiche;MILANO;15;M;166
2006;5801;Roma La Sapienza;31;Scienze giuridiche;ROMA;58;F;166
2006;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;166
2006;6301;Napoli Federico II;17;Economia aziendale;NAPOLI;63;M;166
2007;101;Torino;22/S;Giurisprudenza;TORINO;1;F;166
2007;7201;Bari;34;Scienze e tecniche psicologiche;BARI;72;F;166
2007;6301;Napoli Federico II;17;Economia aziendale;NAPOLI;63;F;166
2007;5001;Pisa;11;Lingue e letterature straniere;PISA;50;F;166
2007;7201;Bari;99999;Economia e commercio;BARI;72;M;165
2008;1502;Milano Politecnico;35/S;Ingegneria informatica;MILANO;15;M;165
2008;1509;Milano Bicocca;SNT1;Infermieristica;MONZA;108;F;165
2007;3401;Parma;34;Scienze del comportamento e delle relazioni interpersonali e sociali;PARMA;34;F;165
2006;4801;Firenze;99999;Lettere;FIRENZE;48;F;165
2006;3701;Bologna;99999;Conservazione dei beni culturali;RAVENNA;39;F;165
2006;101;Torino;DS1;Scienze strategiche;TORINO;1;M;165
2003;2301;Verona;99999;Lingue e letterature straniere;VERONA;23;F;165
2003;9201;Cagliari;99999;Economia e commercio;CAGLIARI;92;M;165
2003;9201;Cagliari;99999;Lettere;CAGLIARI;92;F;165
2002;3701;Bologna;99999;Conservazione dei beni culturali;RAVENNA;39;F;165
2002;4201;Marche;99999;Ingegneria meccanica;ANCONA;42;M;165
2002;4801;Firenze;99999;Psicologia;FIRENZE;48;F;165
2005;5807;Roma Tre;99999;Lettere;ROMA;58;F;165
2005;1502;Milano Politecnico;10;Ingegneria aerospaziale;MILANO;15;M;165
2004;2301;Verona;99999;Economia e commercio;VERONA;23;F;165
2004;2301;Verona;99999;Lingue e letterature straniere;VERONA;23;F;165
2004;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;165
2004;5802;Roma Tor Vergata;DS1/S;Scienze della sicurezza interna ed esterna;ROMA;58;M;165
2009;1501;Milano;15;Scienze internazionali e istituzioni europee;MILANO;15;F;165
2009;101;Torino;SNT1;Infermieristica;TORINO;1;F;165
2009;1503;Milano Bocconi;84/S;Economia e management delle istituzioni e dei mercati finanziari - Finance;MILANO;15;M;164
2004;2701;Venezia Cà Foscari;99999;Lingue e letterature straniere;VENEZIA;27;F;164
2005;5802;Roma Tor Vergata;SNT2;Terapia della neuro e psicomotricità dell'età evolutiva;ROMA;58;F;164
2005;8301;Messina;99999;Economia e commercio;MESSINA;83;F;164
2002;5001;Pisa;99999;Economia aziendale;PISA;50;M;164
2002;6306;Napoli Vanvitelli;99999;Medicina e chirurgia;NAPOLI;63;F;164
2002;7901;Catanzaro;33;Scienze motorie;CATANZARO;79;M;164
2001;1502;Milano Politecnico;99999;Disegno industriale;MILANO;15;F;164
2001;8701;Catania;99999;Medicina e chirurgia;CATANIA;87;F;164
2003;8301;Messina;99999;Lingue e letterature straniere moderne;MESSINA;83;F;164
2006;3701;Bologna;17;Economia aziendale;BOLOGNA;37;F;164
2006;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche dello sviluppo e salute in età evololutiva;ROMA;58;F;164
2006;7801;Calabria;99999;Lettere;RENDE;78;F;164
2007;5805;Roma LUISS;17;Economia aziendale;ROMA;58;M;164
2007;5801;Roma La Sapienza;14;Scienze e tecnologie della comunicazione;ROMA;58;M;164
2007;8201;Palermo;34;Scienze e tecniche psicologiche della personalità e delle relazioni di aiuto;PALERMO;82;F;163
2008;2801;Padova;15;Scienze politiche e relazioni internazionali;PADOVA;28;F;163
2006;6301;Napoli Federico II;99999;Scienze politiche;NAPOLI;63;F;163
2007;1502;Milano Politecnico;36/S;Ingegneria meccanica;MILANO;15;M;163
2006;5801;Roma La Sapienza;23;Arti e scienze dello spettacolo;ROMA;58;F;163
2003;9001;Sassari;99999;Scienze dell'educazione;SASSARI;90;F;163
2001;5201;Siena;99999;Scienze economiche e bancarie;SIENA;52;M;163
2002;5001;Pisa;99999;Ingegneria meccanica;PISA;50;M;163
2002;5801;Roma La Sapienza;99999;Ingegneria meccanica;ROMA;58;M;163
2002;3601;Modena e Reggio Emilia;99999;Scienze strategiche;MODENA;36;M;163
2005;8201;Palermo;99999;Lingue e letterature straniere;PALERMO;82;F;163
2005;5403;Perugia Stranieri;14;Comunicazione internazionale;PERUGIA;54;F;163
2005;1504;Milano Cattolica;99999;Psicologia;MILANO;15;F;163
2009;1509;Milano Bicocca;58/S;Psicologia clinica e neuropsicologia;MILANO;15;F;163
2009;2801;Padova;46/S;Medicina e chirurgia;PADOVA;28;F;163
2009;2701;Venezia Cà Foscari;11;Lingue e letterature moderne e contemporanee occidentali;VENEZIA;27;F;163
2009;8701;Catania;6;Scienze del servizio sociale;CATANIA;87;F;163
2009;5807;Roma Tre;11;Lingue e comunicazione internazionale;ROMA;58;F;162
2005;5401;Perugia;14;Scienze della comunicazione;PERUGIA;54;F;162
2005;8201;Palermo;99999;Architettura;PALERMO;82;M;162
2005;6303;Napoli L'Orientale;3;Traduzione e interpretariato per usi linguistici speciali;NAPOLI;63;F;162
2004;4101;Urbino;99999;Giurisprudenza;URBINO;41;M;162
2004;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;M;162
2002;5001;Pisa;26;Informatica;PISA;50;M;162
2001;8201;Palermo;99999;Scienze politiche;PALERMO;82;F;162
2001;8301;Messina;99999;Giurisprudenza;MESSINA;83;M;162
2001;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;M;162
2003;8701;Catania;99999;Medicina e chirurgia;CATANIA;87;F;162
2004;1501;Milano;3;Mediazione linguistica e culturale;MILANO;15;F;162
2003;6306;Napoli Vanvitelli;99999;Psicologia;CASERTA;61;F;162
2002;8001;Reggio Calabria;99999;Architettura;REGGIO DI CALABRIA;80;F;162
2006;3701;Bologna;34;Scienze del comportamento e delle relazioni sociali;CESENA;40;F;162
2008;101;Torino;3;Scienze della mediazione linguistica;TORINO;1;F;162
2007;6301;Napoli Federico II;99999;Scienze biologiche;NAPOLI;63;F;162
2007;5801;Roma La Sapienza;99999;Scienze politiche;ROMA;58;M;162
2007;5801;Roma La Sapienza;34;Scienze e tecniche psicologiche dello sviluppo e dell'educazione;ROMA;58;F;162
2007;3701;Bologna;34;Scienze del comportamento e delle relazioni sociali;CESENA;40;F;162
2008;5001;Pisa;11;Lingue e letterature straniere;PISA;50;F;161
2008;4801;Firenze;99999;Scienze della formazione primaria;FIRENZE;48;F;161
2006;4801;Firenze;34;Scienze e tecniche di psicologia dello sviluppo e dell'educazione;FIRENZE;48;F;161
2006;101;Torino;3;Scienze della mediazione linguistica;TORINO;1;F;161
2006;1502;Milano Politecnico;9;Ingegneria delle telecomunicazioni;MILANO;15;M;161
2007;2801;Padova;99999;Psicologia;PADOVA;28;F;161
2007;2801;Padova;10;Ingegneria meccanica;PADOVA;28;M;161
2006;8201;Palermo;46/S;Medicina e chirurgia;PALERMO;82;F;161
2003;1509;Milano Bicocca;99999;Giurisprudenza;MILANO;15;M;161
2003;1509;Milano Bicocca;99999;Scienze dell'educazione;MILANO;15;F;161
2003;8201;Palermo;46/S;Medicina e chirurgia;PALERMO;82;F;161
2001;1501;Milano;99999;Medicina e chirurgia;MILANO;15;M;161
2002;5802;Roma Tor Vergata;99999;Giurisprudenza;ROMA;58;F;161
2002;6501;Salerno;99999;Lingue e letterature straniere;FISCIANO;65;F;161
2002;1502;Milano Politecnico;99999;Ingegneria aerospaziale;MILANO;15;M;161
2002;1601;Bergamo;99999;Economia e commercio;BERGAMO;16;M;161
2004;5001;Pisa;99999;Lettere;PISA;50;F;161
2004;4801;Firenze;99999;Scienze politiche;FIRENZE;48;M;161
2004;2201;Trento;99999;Economia e commercio;TRENTO;22;F;161
2004;5807;Roma Tre;99999;Economia aziendale;ROMA;58;F;161
2004;6901;Chieti e Pescara;SNT2;Fisioterapia;CHIETI;69;M;161
2005;8201;Palermo;46/S;Medicina e chirurgia;PALERMO;82;F;161
2005;6301;Napoli Federico II;31;Scienze giuridiche;NAPOLI;63;F;161
2005;2301;Verona;99999;Lingue e letterature straniere;VERONA;23;F;161
2009;5807;Roma Tre;99999;Scienze della formazione primaria;ROMA;58;F;161
2008;8301;Messina;99999;Giurisprudenza;MESSINA;83;F;161
2008;7901;Catanzaro;SNT1;Infermieristica;CATANZARO;79;M;160
2009;4801;Firenze;46/S;Medicina e chirurgia;FIRENZE;48;F;160
2009;5801;Roma La Sapienza;14;Scienze e tecnologie della comunicazione;ROMA;58;F;160
2005;2801;Padova;9;Ingegneria informatica;PADOVA;28;M;160
2004;5803;Roma LUMSA;99999;Scienze della comunicazione;ROMA;58;F;160
2004;8701;Catania;99999;Medicina e chirurgia;CATANIA;87;F;160
2004;5001;Pisa;99999;Scienze politiche;PISA;50;F;160
2002;1501;Milano;99999;Informatica;MILANO;15;M;160
2001;1504;Milano Cattolica;99999;Scienze dell'educazione;BRESCIA;17;F;160
2001;5807;Roma Tre;99999;Lettere;ROMA;58;F;160
2001;7101;Foggia;99999;Giurisprudenza;FOGGIA;71;F;160
2007;101;Torino;99999;Psicologia;TORINO;1;F;160
2006;1504;Milano Cattolica;18;Scienze dei processi socio-educativi;MILANO;15;F;160
2007;6301;Napoli Federico II;1;Biotecnologie per la salute;NAPOLI;63;F;160
2007;6304;Napoli Benincasa;18;Scienze dell'educazione;NAPOLI;63;F;160
2007;6302;Napoli Parthenope;99999;Economia del commercio internazionale e dei mercati valutari;NAPOLI;63;M;159
2007;8301;Messina;99999;Scienze dell'educazione;MESSINA;83;F;159
2007;8201;Palermo;99999;Giurisprudenza;PALERMO;82;M;159
2008;3701;Bologna;18;Educatore di nido e di comunità infantile;BOLOGNA;37;F;159
2006;5801;Roma La Sapienza;99999;Scienze biologiche;ROMA;58;F;159
2001;7001;Molise;99999;Giurisprudenza;CAMPOBASSO;70;F;159
2001;5201;Siena;99999;Scienze economiche e bancarie;SIENA;52;F;159
2001;1502;Milano Politecnico;99999;Ingegneria informatica;MILANO;15;M;159
2001;2701;Venezia Cà Foscari;99999;Lettere;VENEZIA;27;F;159
2001;3401;Parma;99999;Economia aziendale;PARMA;34;F;159
2002;5806;Roma Foro Italico;99999;Educazione fisica;ROMA;58;M;159
2003;7801;Calabria;99999;Lingue e letterature straniere;RENDE;78;F;159
2005;2801;Padova;46/S;Medicina e chirurgia;PADOVA;28;F;159
2005;6501;Salerno;99999;Sociologia;FISCIANO;65;F;159
2005;7201;Bari;99999;Scienze politiche;BARI;72;M;159
2009;3701;Bologna;LMG/01;Giurisprudenza;BOLOGNA;37;M;159
2008;8201;Palermo;46/S;Medicina e chirurgia;PALERMO;82;F;159
2008;6301;Napoli Federico II;6;Scienze del servizio sociale;NAPOLI;63;F;159
2009;1504;Milano Cattolica;84/S;Management per l'impresa;MILANO;15;M;159
2009;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;F;159
2009;1501;Milano;29;Filosofia;MILANO;15;F;159
2005;5201;Siena;99999;Giurisprudenza;SIENA;52;F;158
2005;1502;Milano Politecnico;99999;Ingegneria aerospaziale;MILANO;15;M;158
2004;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;F;158
2004;2702;Venezia Iuav;4;Scienze dell'architettura;VENEZIA;27;F;158
2004;3601;Modena e Reggio Emilia;SNT1;Infermieristica;MODENA;36;F;158
2004;6303;Napoli L'Orientale;99999;Scienze internazionali e diplomatiche;NAPOLI;63;F;158
2004;6501;Salerno;99999;Sociologia;FISCIANO;65;F;158
2004;102;Torino Politecnico;99999;Ingegneria elettronica;TORINO;1;M;158
2003;1001;Genova;99999;Lingue e letterature straniere;GENOVA;10;F;158
2002;7801;Calabria;99999;Ingegneria civile;RENDE;78;M;158
2002;4801;Firenze;99999;Lingue e letterature straniere;FIRENZE;48;F;158
2001;3701;Bologna;99999;Economia e commercio;FORLI';40;F;158
2001;4101;Urbino;99999;Giurisprudenza;URBINO;41;M;158
2001;2201;Trento;99999;Sociologia;TRENTO;22;F;158
2002;101;Torino;99999;Medicina e chirurgia;TORINO;1;F;158
2006;1601;Bergamo;14;Scienze della comunicazione;BERGAMO;16;F;158
2007;1505;Milano IULM;14;Scienze e tecnologie della comunicazione;MILANO;15;F;158
2008;4801;Firenze;99999;Psicologia;FIRENZE;48;F;158
2008;4101;Urbino;34;Scienze psicologiche dell'intervento clinico;URBINO;41;F;158
2008;2801;Padova;46/S;Medicina e chirurgia;PADOVA;28;F;158
2007;8301;Messina;31;Scienze giuridiche;MESSINA;83;F;158
2007;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;158
2007;4201;Marche;SNT1;Infermieristica;ANCONA;42;F;158
2007;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;157
2008;101;Torino;46/S;Medicina e chirurgia;TORINO;1;F;157
2008;1601;Bergamo;11;Lingue e letterature straniere;BERGAMO;16;F;157
2008;1504;Milano Cattolica;99999;Scienze della formazione primaria;MILANO;15;F;157
2008;5801;Roma La Sapienza;99999;Lettere;ROMA;58;F;157
2007;2701;Venezia Cà Foscari;13;Conservazione dei beni culturali;VENEZIA;27;F;157
2006;5807;Roma Tre;99999;Giurisprudenza;ROMA;58;F;157
2001;7801;Calabria;99999;Economia aziendale;RENDE;78;F;157
2002;1601;Bergamo;99999;Economia e commercio;BERGAMO;16;F;157
2002;2201;Trento;6;Servizio sociale;TRENTO;22;F;157
2003;4801;Firenze;99999;Economia e commercio;FIRENZE;48;F;157
2003;5001;Pisa;99999;Scienze politiche;PISA;50;M;157
2004;7201;Bari;99999;Scienze politiche;BARI;72;M;157
2004;5807;Roma Tre;99999;Scienze politiche;ROMA;58;F;157
2005;1001;Genova;99999;Economia e commercio;GENOVA;10;F;157
2004;1701;Brescia;99999;Giurisprudenza;BRESCIA;17;F;157
2005;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;157
2009;1509;Milano Bicocca;SNT1;Infermieristica;MONZA;108;F;157
2008;5805;Roma LUISS;17;Economia aziendale;ROMA;58;F;157
2008;6601;L'Aquila;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;L'AQUILA;66;M;157
2009;6301;Napoli Federico II;10;Ingegneria meccanica;NAPOLI;63;M;157
2009;6301;Napoli Federico II;14/S;Farmacia;NAPOLI;63;F;157
2009;2801;Padova;15;Scienze politiche e relazioni internazionali;PADOVA;28;F;156
2005;6303;Napoli L'Orientale;99999;Scienze internazionali e diplomatiche;NAPOLI;63;F;156
2005;8201;Palermo;34;Scienze e tecniche psicologiche della personalità e delle relazioni di aiuto;PALERMO;82;F;156
2005;2801;Padova;99999;Psicologia;PADOVA;28;M;156
2005;4101;Urbino;99999;Scienze della formazione primaria;URBINO;41;F;156
2004;1701;Brescia;99999;Economia e commercio;BRESCIA;17;F;156
2004;3701;Bologna;34;Scienze del comportamento e delle relazioni sociali;CESENA;40;F;156
2004;5807;Roma Tre;99999;Economia aziendale;ROMA;58;M;156
2004;6901;Chieti e Pescara;SNT1;Infermieristica;CHIETI;69;M;156
2003;7501;Salento;99999;Economia e commercio;LECCE;75;M;156
2003;6901;Chieti e Pescara;99999;Architettura;PESCARA;68;M;156
2003;3701;Bologna;99999;Economia del turismo;RIMINI;99;F;156
2003;1502;Milano Politecnico;99999;Ingegneria biomedica;MILANO;15;F;156
2003;1801;Pavia;99999;Giurisprudenza;PAVIA;18;M;156
2002;1509;Milano Bicocca;99999;Giurisprudenza;MILANO;15;M;156
2002;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;F;156
2001;5805;Roma LUISS;99999;Giurisprudenza;ROMA;58;M;156
2006;6301;Napoli Federico II;99999;Economia aziendale;NAPOLI;63;M;156
2006;6901;Chieti e Pescara;6;Servizio sociale;CHIETI;69;F;156
2006;1601;Bergamo;11;Lingue e letterature straniere;BERGAMO;16;F;156
2006;1502;Milano Politecnico;99999;Ingegneria meccanica;MILANO;15;M;156
2006;2301;Verona;99999;Scienze dell'educazione;VERONA;23;F;156
2006;3701;Bologna;15;Scienze internazionali e diplomatiche;FORLI';40;F;156
2008;5801;Roma La Sapienza;12;Scienze biologiche;ROMA;58;F;156
2008;5001;Pisa;22/S;Giurisprudenza;PISA;50;F;156
2008;1502;Milano Politecnico;42;Design degli interni;MILANO;15;F;156
2008;2801;Padova;34;Scienze psicologiche dello sviluppo e dell'educazione;PADOVA;28;F;156
2007;8201;Palermo;99999;Lettere;PALERMO;82;F;156
2007;5801;Roma La Sapienza;99999;Economia e commercio;ROMA;58;M;156
2007;5801;Roma La Sapienza;23;Arti e scienze dello spettacolo;ROMA;58;F;155
2007;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;M;155
2007;5807;Roma Tre;9;Ingegneria Informatica;ROMA;58;M;155
2008;101;Torino;DS1;Scienze strategiche;TORINO;1;M;155
2006;2801;Padova;99999;Scienze della formazione primaria;PADOVA;28;F;155
2006;6601;L'Aquila;SNT1;Infermieristica;L'AQUILA;66;F;155
2006;6901;Chieti e Pescara;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;CHIETI;69;M;155
2007;2701;Venezia Cà Foscari;11;Lingue e letterature moderne e contemporanee occidentali;VENEZIA;27;F;155
2007;1501;Milano;99999;Giurisprudenza;MILANO;15;M;155
2002;4201;Marche;99999;Ingegneria elettronica;ANCONA;42;M;155
2002;1504;Milano Cattolica;99999;Medicina e chirurgia;ROMA;58;F;155
2003;1503;Milano Bocconi;99999;Economia delle istituzioni e dei mercati finanziari;MILANO;15;M;155
2003;4101;Urbino;99999;Giurisprudenza;URBINO;41;M;155
2003;4201;Marche;99999;Economia e commercio;ANCONA;42;M;155
2003;3201;Trieste;99999;Giurisprudenza;TRIESTE;32;F;155
2003;6501;Salerno;99999;Sociologia;FISCIANO;65;F;155
2003;5401;Perugia;99999;Scienze dell'educazione;PERUGIA;54;F;155
2003;5801;Roma La Sapienza;99999;Ingegneria meccanica;ROMA;58;M;155
2004;6501;Salerno;99999;Scienze della comunicazione;FISCIANO;65;F;155
2004;7501;Salento;99999;Conservazione dei beni culturali;LECCE;75;F;155
2004;3601;Modena e Reggio Emilia;99999;Economia aziendale;MODENA;36;M;155
2005;4101;Urbino;99999;Giurisprudenza;URBINO;41;F;155
2005;3701;Bologna;15;Scienze internazionali e diplomatiche;FORLI';40;F;155
2005;3701;Bologna;3;Comunicazione interlinguistica applicata;FORLI';40;F;155
2005;2801;Padova;99999;Lingue e letterature straniere;PADOVA;28;F;155
2005;1502;Milano Politecnico;9;Ingegneria elettronica;MILANO;15;M;155
2005;6301;Napoli Federico II;19;Scienze politiche dell'amministrazione;NAPOLI;63;M;155
2008;6301;Napoli Federico II;14/S;Chimica e tecnologia farmaceutiche;NAPOLI;63;F;155
2009;5801;Roma La Sapienza;15;Scienze politiche e relazioni internazionali;ROMA;58;M;155
2009;5801;Roma La Sapienza;5;Letteratura, musica e spettacolo;ROMA;58;F;154
2009;7201;Bari;99999;Giurisprudenza;BARI;72;F;154
2009;1503;Milano Bocconi;84/S;Management;MILANO;15;F;154
2009;8301;Messina;SNT1;Infermieristica;MESSINA;83;F;154
2005;5807;Roma Tre;9;Ingegneria Informatica;ROMA;58;M;154
2005;5801;Roma La Sapienza;4;Gestione del processo edilizio;ROMA;58;M;154
2005;8301;Messina;99999;Lettere;MESSINA;83;F;154
